Arpu,Bytes,CLV,Gameqoo,Hari_Ps,Indibox,Is_Churn2,Is_Churn3,Is_Churn,Is_Usage_Inet,Is_Usage_Voice,Jml_Tiket,Kwadran_Indihome,Lart,List_Asset,Ltarif,Minipack,Number of Records,Plblcl,PLC,Product,Range_Umur,Speed,Stb2,Stb3,STO,Techno,Upgrade_Speed,Usage,Wifi_Ext
357500,52306015281,7507500,0,10/15/2018 1:21:08 PM,0,NON CHURN,0,0,1,0,2,4,C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN),5,C17052-INETF10M-NETIZEN II 195000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,CLS,FIBER,0,20GB-100 GB,0
569321,17893928894,59209384,0,11/09/2011 00:00,0,NON CHURN,0,0,1,0,0,4,Z1NSR = New Internet Multispeed Reguler Zone 1 (JAKARTA),3,Z1NSR-INETR1M1-Standard 195000,0,1,PL,0,3P (POTS-INTERNET-IPTV),h. 9-10 thn,1024,0,0,RMG,NON FIBER,0,< 20GB,0
469150,2.33992E+11,61927800,0,7/27/2009 12:00:00 AM,0,NON CHURN,0,0,1,0,0,4,C18016 = CS18 - Program Upgrade Speed 10 Mbps,6,C18016-INETF10M-190K 190000,1,1,PL,0,3P (POTS-INTERNET-IPTV),i. 11-15 thn,10240,0,0,GBC,FIBER,0,>200 GB,0
363000,50823545125,8712000,0,7/19/2018 12:00:00 AM,0,NON CHURN,0,0,1,0,0,4,C18024 = CS18 - New Internet Indihome Penuh Berkah,6,C18024-INETFL10M-210k 210000,0,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,10240,0,0,SEG,FIBER,0,20GB-100 GB,0
338516,5411118093,7108836,0,10/07/2018 00:00,0,CHURN,1,0,1,0,0,4,C19156 = CS19 - Program Upgrade IndiHome - INET,4,C19156-INETF20M-Upgrade IndiHome Opsi 1_210k 210000,0,1,PL,0,2P-NETIZEN (POTS-INTERNET),d. 1-2 thn,10240,0,0,GRL,FIBER,0,< 20GB,0
495737,47723321982,32718642,0,1/21/2015 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C18166 = CS18 - Sensasi Extra Akhir Tahun 2018 Internet,7,C18166-INETFL20M-280k 280000,1,1,PL,0,3P (POTS-INTERNET-IPTV),f. 5-6 thn,20480,0,0,KLD,FIBER,0,20GB-100 GB,0
568700,6.14466E+11,10805300,0,12/28/2018 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C18166 = CS18 - Sensasi Extra Akhir Tahun 2018 Internet,9,C18166-INETFL20M-280k 280000,2,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,20480,0,0,DNI,FIBER,0,>200 GB,0
346500,1.48994E+11,5544000,0,3/26/2019 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN),4,C17052-INETF10M-NETIZEN II 195000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,KRA,FIBER,0,100GB-200GB,0
165000,2.09382E+11,2145000,0,5/30/2019 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C19044 = CS19 - IndiHome New Netizen 2 (INET + OTT),7,C19044-INETF10M-210k 210000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,SRP,FIBER,0,>200 GB,0
478500,1.02024E+11,9570000,0,11/19/2018 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C17048 = CS17-Program Upgrade Speed Baru,7,C17048-INETF20M-Upgrade Speed Baru 290000,1,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,20480,0,0,PKY,FIBER,0,100GB-200GB,0
346500,1.12078E+11,5544000,0,3/28/2019 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN),4,C17052-INETF10M-NETIZEN II 195000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,CIB,FIBER,0,100GB-200GB,0
159144,762595,8275488,0,03/07/2016 00:00,0,CHURN,1,0,0,0,0,2,C16007 = CS16 - INTERNET indiHOME Fiber,6,C16007-INETF10M-Standard 245000,0,1,PL,0,3P (POTS-INTERNET-IPTV),f. 5-6 thn,10240,0,0,MKR,FIBER,0,< 20GB,0
346500,87138300540,5890500,0,02/07/2019 00:00,0,CHURN,1,0,1,0,0,4,C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN),4,C17052-INETF10M-NETIZEN II 195000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,JAG,FIBER,0,20GB-100 GB,0
5500,,720500,0,8/13/2009 12:00:00 AM,0,CHURN,1,1,0,0,0,2,HSSP05 = Paket untuk HSSP Paket 384 &amp; 512 Kbps,3,INETR1M3 : HSSP Rp. 150.000 320000,0,1,PL,0,2P-NETIZEN (POTS-INTERNET),i. 11-15 thn,10240,0,0,CLG,FIBER,0,NO USAGE,0
398928,92276030169,5983920,0,4/22/2019 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C19044 = CS19 - IndiHome New Netizen 2 (INET + OTT),9,C19044-INETF10M-210k 210000,2,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,TBE,FIBER,0,20GB-100 GB,0
0,,0,0,06/01/2018 00:00,0,CHURN,1,0,0,0,0,2,C18024 = CS18 - New Internet Indihome Penuh Berkah,6,C18024-INETFL10M-210k 210000,1,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,10240,0,0,KRA,FIBER,0,NO USAGE,0
629708,,35893356,0,10/28/2015 6:42:00 PM,0,CHURN,1,0,0,0,0,2,C16116 = Netizen Dinamic Price 2P INTERNET,3,C16116 - INETR3M3 - Standard 208000,0,1,PL,0,2P-NETIZEN (POTS-INTERNET),f. 5-6 thn,3072,0,0,SKJ,NON FIBER,0,NO USAGE,0
454637,77091644252,6819555,0,4/16/2019 5:24:09 PM,0,CHURN,1,0,1,0,0,4,C19027 = CS19 - IndiHome Value INET + OTT,9,C19027-INETF10M-200k 200000,1,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,CBI,FIBER,0,20GB-100 GB,0
346500,3.19978E+11,5890500,0,1/31/2019 12:00:00 AM,0,NON CHURN,0,0,1,0,1,4,C19156 = CS19 - Program Upgrade IndiHome - INET,4,C19156-INETF20M-Upgrade IndiHome Opsi 1_210k 210000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,CIL,FIBER,0,>200 GB,0
366372,1.12733E+11,5129208,0,05/06/2019 00:00,0,CHURN,1,0,1,0,0,4,C18119 = CS18 - Indihome  Quadplay Kuadran 3 INET,4,C18119-INETFL10M-190k 190000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,CPP,FIBER,0,100GB-200GB,0
418000,1.64369E+11,7524000,0,01/06/2019 00:00,0,CHURN,1,0,1,0,0,4,C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN),5,C17052-INETF10M-NETIZEN II 195000,1,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,CIB,FIBER,0,100GB-200GB,0
451000,57632585480,9471000,0,10/29/2018 7:24:04 PM,0,CHURN,1,0,1,0,0,4,C18074 = CS18 - Internet Paket Merdeka 2018 diatas 20M,8,C18074-INETF20M-280k 280000,2,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,20480,0,0,CBI,FIBER,0,20GB-100 GB,0
429000,2.05988E+11,6435000,0,4/14/2019 9:03:09 PM,0,CHURN,1,0,1,0,0,4,C19027 = CS19 - IndiHome Value INET + OTT,9,C19027-INETF10M-200k 200000,1,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,PAR,FIBER,0,>200 GB,0
712800,1.75566E+11,12117600,0,02/01/2019 00:00,0,CHURN,1,0,1,0,0,4,C18166 = CS18 - Sensasi Extra Akhir Tahun 2018 Internet,8,C18166-INETFL30M-370k 370000,2,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,30720,0,0,PDR,FIBER,0,100GB-200GB,0
297000,,10395000,0,08/09/2017 00:00,0,CHURN,1,0,0,0,0,4,C17045 = CS17- Indihome Kemerdekaan (INTERNET),4,C17045-INETF10M-PROMO KEMERDEKAAN 190000,0,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,10240,0,0,SLP,FIBER,0,NO USAGE,0
467500,1.34645E+11,14960000,0,11/14/2017 12:00:00 AM,0,NON CHURN,0,0,1,0,2,4,C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN),5,C17052-INETF20M-NETIZEN II 295000,0,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,20480,0,0,BRS,FIBER,0,100GB-200GB,0
456500,84039650708,12782000,0,3/22/2018 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C18010 = CS18 - Indihome Khusus Imlek INET,7,C18010-INETFL20M-280K 280000,2,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,20480,0,0,LKG,FIBER,0,20GB-100 GB,0
454886,16686688233,7733062,0,02/06/2019 00:00,0,NON CHURN,0,0,1,0,1,4,C18166 = CS18 - Sensasi Extra Akhir Tahun 2018 Internet,6,C18166-INETFL20M-280k 280000,1,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,20480,0,0,JTN,FIBER,0,< 20GB,0
82500,1.11794E+11,1072500,0,5/31/2019 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C19027 = CS19 - IndiHome Value INET + OTT,9,C19027-INETF20M-290k 290000,1,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,20480,0,0,JTN,FIBER,0,100GB-200GB,0
407000,,10175000,0,06/01/2018 00:00,0,CHURN,1,0,1,0,0,4,C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN),5,C17052-INETF10M-NETIZEN II 195000,0,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,10240,0,0,MRY,FIBER,0,NO USAGE,0
528891,2.18247E+11,7404474,0,05/04/2019 00:00,0,CHURN,1,0,1,0,0,4,C19027 = CS19 - IndiHome Value INET + OTT,8,C19027-INETF20M-290k 290000,1,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,20480,0,0,SLP,FIBER,0,>200 GB,0
590712,1.27174E+11,12404952,0,10/15/2018 12:00:00 AM,0,NON CHURN,0,0,1,0,4,4,C19156 = CS19 - Program Upgrade IndiHome - INET,7,C19156-INETF50M-Upgrade IndiHome 400000,1,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,30720,0,0,PDE,FIBER,0,100GB-200GB,0
605000,1.34432E+11,16335000,0,04/05/2018 00:00,0,NON CHURN,0,0,1,0,6,4,C18010 = CS18 - Indihome Khusus Imlek INET,6,C18010-INETFL40M-470K 470000,0,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,40960,0,0,PGG,FIBER,0,100GB-200GB,0
522500,59935136449,28737500,0,12/02/2015 21:25,0,NON CHURN,0,0,1,0,1,4,C19195 = CS19 - Single Play INET,4,C19195-INETF20M-310k 310000,0,1,PL,0,3P (POTS-INTERNET-IPTV),f. 5-6 thn,20480,0,0,CSL,FIBER,0,20GB-100 GB,0
423500,9297804395,13552000,0,11/02/2017 00:00,0,NON CHURN,0,0,1,0,4,4,C17048 = CS17-Program Upgrade Speed Baru,4,C17048-INETF20M-Upgrade Speed Baru 290000,0,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,20480,0,0,TGA,FIBER,0,< 20GB,0
346500,88131967263,10741500,0,12/21/2017 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN),4,C17052-INETF10M-NETIZEN II 195000,0,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,10240,0,0,STR,FIBER,0,20GB-100 GB,0
363000,66302469542,9438000,0,5/26/2018 12:00:00 AM,0,NON CHURN,0,0,1,0,3,4,C19189 = CS19 - IndiHome Streamix INET,6,C19189-INETF10M-200k 200000,1,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,10240,0,0,JBB,FIBER,0,20GB-100 GB,0
333190,79349262752,40982370,0,4/22/2010 12:00:00 AM,0,NON CHURN,0,0,1,0,0,4,C15034 = CS - NON FTTH New Indihome Internet Super Winning Z1,5,INETR3M : New Pemenangan 125000,0,1,PL,0,3P (POTS-INTERNET-IPTV),i. 11-15 thn,3072,0,0,CPE,FIBER,0,20GB-100 GB,0
533280,2.57775E+11,27730560,0,03/10/2016 00:00,0,NON CHURN,0,0,1,0,6,4,C16007 = CS16 - INTERNET indiHOME Fiber,7,C16007-INETF10M-Standard 245000,0,1,PL,0,3P (POTS-INTERNET-IPTV),f. 5-6 thn,10240,1,0,BGG,FIBER,0,>200 GB,0
346500,3.97725E+11,9009000,0,5/23/2018 12:00:00 AM,0,NON CHURN,0,0,1,0,4,4,C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN),4,C17052-INETF10M-NETIZEN II 195000,0,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,10240,0,0,PKY,FIBER,0,>200 GB,0
375241,1.06347E+11,11632471,0,12/29/2017 12:00:00 AM,0,NON CHURN,0,0,1,0,2,4,C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN),5,C17052-INETF10M-NETIZEN II 195000,0,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,10240,0,0,STR,FIBER,0,100GB-200GB,0
541200,1.88186E+11,10824000,0,10/31/2018 12:00:00 AM,0,NON CHURN,0,0,1,0,2,4,C18074 = CS18 - Internet Paket Merdeka 2018 diatas 20M,10,C18074-INETF20M-280k 280000,3,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,20480,0,0,GAN,FIBER,0,100GB-200GB,0
521391,104529892,18770076,0,7/18/2017 12:00:00 AM,0,NON CHURN,0,0,1,0,1,4,C17029 = CS17 - New Indihome Lower Value INET,4,C17029-INETF10M-Revisi 1 190000,0,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,10240,0,0,PKY,FIBER,0,< 20GB,0
711860,1345986,39152300,0,12/17/2015 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C17029 = CS17 - New Indihome Lower Value INET,4,C17029-INETF10M-Revisi 1 190000,0,1,PL,0,3P (POTS-INTERNET-IPTV),f. 5-6 thn,10240,0,0,KAL,FIBER,0,< 20GB,0
461610,1.3999E+11,10617030,0,8/25/2018 12:00:00 AM,0,NON CHURN,0,0,1,0,7,4,C18070 = CS18 - Internet Paket Merdeka 2018 - 10 Mbps,6,C18070-INETF10M-210k 210000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,SMI,FIBER,0,100GB-200GB,0
412500,1.91603E+11,11137500,0,3/31/2018 12:00:00 AM,0,NON CHURN,0,0,1,0,4,4,C18010 = CS18 - Indihome Khusus Imlek INET,6,C18010-INETFL20M-280K 280000,1,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,20480,0,0,KLD,FIBER,0,100GB-200GB,0
60333,,1508325,0,06/11/2018 00:00,0,NON CHURN,0,0,0,0,0,2,Telkom Data Internet,2,NEWHOMEWF-Standard (Internet) 0,0,1,PL,0,2P-NETIZEN (POTS-INTERNET),e. 3-4 thn,10240,0,0,KLG,FIBER,0,NO USAGE,0
496238,3.40324E+11,27789328,0,11/21/2015 12:00:00 AM,0,NON CHURN,0,0,1,0,2,4,C15004 = CS - FTTH New Indihome Internet Super Winning Z1,5,INETR10M : New Pemenangan 210000,1,1,PL,0,3P (POTS-INTERNET-IPTV),f. 5-6 thn,10240,0,0,KRA,FIBER,0,>200 GB,0
0,,0,0,12/22/2015 12:00:00 AM,0,CHURN,1,1,0,0,0,2,ES1502 = ES - Paket 2Play untuk Kawasan KGS-MOI HD,5,ES1502-INETR10M3-2Play KGS MOI 150000,1,1,PL,0,3P (POTS-INTERNET-IPTV),f. 5-6 thn,10240,0,0,KLG,FIBER,0,NO USAGE,0
572000,4564823361,28028000,0,6/20/2016 12:00:00 AM,0,NON CHURN,0,0,1,0,1,4,C16088 = CS16 - INTERNET indiHOME Deluxe Migrasi,6,Migrasi Indihome dari 1P-2P - Disc6bln - C16088 - INETF10M 245000,2,1,PL,0,3P (POTS-INTERNET-IPTV),f. 5-6 thn,10240,0,0,KRG,FIBER,0,< 20GB,0
110000,11918258238,7920000,0,7/23/2014 12:00:00 AM,0,NON CHURN,0,0,1,0,1,4,HSSP05 = Paket untuk HSSP Paket 384 &amp; 512 Kbps,2,INETR1M3 : HSSP Rp. 100.000 320000,0,1,PL,0,2P-NETIZEN (POTS-INTERNET),g. 7-8 thn,1024,0,0,CIB,FIBER,0,< 20GB,0
412500,12552914761,22687500,0,12/07/2015 00:00,0,NON CHURN,0,0,1,0,1,4,C15004 = CS - FTTH New Indihome Internet Super Winning Z1,4,INETR10M : New Pemenangan 210000,0,1,PL,0,3P (POTS-INTERNET-IPTV),f. 5-6 thn,10240,0,0,KTZ,FIBER,0,< 20GB,0
368500,1.73534E+11,7001500,0,12/26/2018 12:00:00 AM,0,NON CHURN,0,0,1,0,0,4,C19064 = CS19 - Paket Upgrade Low FUP,5,C19064-INETFL20M-270k 270000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,KLB,FIBER,0,100GB-200GB,0
429000,3.33016E+11,7293000,0,1/30/2019 12:00:00 AM,0,NON CHURN,0,0,1,0,0,4,C17048 = CS17-Program Upgrade Speed Baru,4,C17048-INETF20M-Upgrade Speed Baru 290000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,20480,0,0,JTN,FIBER,0,>200 GB,0
375952,1.3649E+11,13158320,0,08/03/2017 00:00,0,NON CHURN,0,0,1,0,3,4,C17032 = CS17 - New Indihome Netizen I INET (with MOVIN),5,C17032-INETF10M-Standard 195000,0,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,10240,0,0,CKG,FIBER,0,100GB-200GB,0
358547,23071115867,10756410,0,1/27/2018 12:00:00 AM,0,NON CHURN,0,0,1,0,5,4,C17086 = CS17 - IndiHome Promo NaRu 2017 (INET),5,C17086-INETFL10M-Standard 180000,1,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,10240,0,0,CLD,FIBER,0,20GB-100 GB,0
773028,3.57978E+11,66480408,0,5/15/2013 12:00:00 AM,0,NON CHURN,0,0,1,0,3,4,C17048 = CS17-Program Upgrade Speed Baru,7,C17048-INETF20M-Upgrade Speed Baru 290000,2,1,PL,0,3P (POTS-INTERNET-IPTV),g. 7-8 thn,20480,0,0,CWA,FIBER,0,>200 GB,0
550000,94088234853,23650000,0,12/15/2016 12:00:00 AM,0,NON CHURN,0,0,1,0,0,4,C16065 = CS16 - INTERNET indiHOME Deluxe,6,C16065-INETF10M-Standard 245000,0,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,10240,0,0,BIN,FIBER,0,20GB-100 GB,0
638368,57022031635,17235936,0,4/29/2018 12:00:00 AM,0,NON CHURN,0,0,1,0,7,4,C18010 = CS18 - Indihome Khusus Imlek INET,9,C18010-INETFL30M-370K 370000,3,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,30720,0,0,RMG,FIBER,0,20GB-100 GB,0
165000,1.19917E+11,2310000,0,5/27/2019 12:00:00 AM,0,CHURN,1,0,0,0,0,2,C19044 = CS19 - IndiHome New Netizen 2 (INET + OTT),7,C19044-INETF10M-210k 210000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,CIB,FIBER,0,100GB-200GB,0
5500,,176000,0,11/02/2017 00:00,0,CHURN,1,1,0,0,0,2,C17045 = CS17- Indihome Kemerdekaan (INTERNET),4,C17045-INETF10M-PROMO KEMERDEKAAN 190000,0,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,10240,0,0,CIK,FIBER,0,NO USAGE,0
379500,76573238000,12523500,0,10/22/2017 12:00:00 AM,0,NON CHURN,0,0,1,0,8,4,C18024 = CS18 - New Internet Indihome Penuh Berkah,6,C18024-INETFL10M-210k 210000,1,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,10240,0,0,CIL,FIBER,0,20GB-100 GB,0
590700,5063084712,34851300,0,8/13/2015 12:00:00 AM,0,NON CHURN,0,0,1,0,2,4,C19175 = CS19 - IndiHome Prestige INET,6,C19175-INETF20M-230k 230000,2,1,PL,0,3P (POTS-INTERNET-IPTV),f. 5-6 thn,10240,0,0,KBY,FIBER,0,< 20GB,0
550000,19215288809,25300000,0,9/27/2016 12:00:00 AM,0,NON CHURN,0,0,1,0,2,4,C19195 = CS19 - Single Play INET,6,C19195-INETF20M-310k 310000,0,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,10240,0,0,KTX,FIBER,0,< 20GB,0
346500,88566484312,5890500,0,2/13/2019 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN),4,C17052-INETF10M-NETIZEN II 195000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,KLB,FIBER,0,20GB-100 GB,0
82500,1.89149E+11,1072500,0,5/31/2019 12:00:00 AM,0,CHURN,1,0,0,0,0,2,C19027 = CS19 - IndiHome Value INET + OTT,9,C19027-INETF20M-290k 290000,1,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,20480,0,0,JTN,FIBER,0,100GB-200GB,0
640973,,23716001,0,6/24/2017 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C17024 = CS17 - New Indihome Deluxe INET,10,C17024-INETF10M-Standard 190000,0,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,10240,0,0,TGA,FIBER,0,NO USAGE,0
82500,40417200998,1155000,0,5/29/2019 12:00:00 AM,0,NON CHURN,0,0,1,0,5,4,C19016 = CS19 - IndiHome New Premium INET,8,C19016-INETF10M-195k 195000,1,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,PDE,FIBER,0,20GB-100 GB,0
504581,35148890949,10596201,0,10/02/2018 00:00,0,NON CHURN,0,0,1,0,4,4,C19195 = CS19 - Single Play INET,10,C19195-INETF20M-310k 310000,1,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,20480,0,0,CIL,FIBER,0,20GB-100 GB,0
2042107,20302059492,36757926,0,01/03/2019 00:00,0,NON CHURN,0,0,1,0,1,4,C17026 = CS17 - New Indihome Premium INET,13,C17026-INETF100M-Standard 1200000,6,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,102400,1,0,CPE,FIBER,0,20GB-100 GB,0
605000,87474871336,10285000,0,02/01/2019 20:46,0,CHURN,1,0,1,0,0,4,C17048 = CS17-Program Upgrade Speed Baru,4,C17048-INETF30M-Upgrade Speed Baru 450000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,30720,0,0,KHL,FIBER,0,20GB-100 GB,0
698501,20561508440,20955030,0,1/25/2018 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN),9,C17052-INETF20M-NETIZEN II 295000,2,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,20480,1,0,KRG,FIBER,0,20GB-100 GB,0
0,,0,0,11/16/2018 12:00:00 AM,0,CHURN,1,1,0,0,0,1,C18166 = CS18 - Sensasi Extra Akhir Tahun 2018 Internet,6,C18166-INETFL10M-210k 210000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,PGB,NON FIBER,0,NO USAGE,0
396000,2.40255E+11,6336000,0,03/02/2019 00:00,0,CHURN,1,0,1,0,0,4,C19027 = CS19 - IndiHome Value INET + OTT,9,C19027-INETF10M-200k 200000,1,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,CLD,FIBER,0,>200 GB,0
297712,1.6768E+11,4167968,0,5/22/2019 12:00:00 AM,0,CHURN,1,0,0,0,0,4,C19027 = CS19 - IndiHome Value INET + OTT,9,C19027-INETF20M-290k 290000,1,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,20480,0,0,RMG,NON FIBER,0,100GB-200GB,0
214500,18467250007,19305000,0,1/21/2013 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C16116 = Netizen Dinamic Price 2P INTERNET,3,C16116 - INETR3M3 - Standard 208000,0,1,PL,0,2P-NETIZEN (POTS-INTERNET),g. 7-8 thn,3072,0,0,SAG,FIBER,0,< 20GB,0
5500,,165000,0,01/11/2018 00:00,0,CHURN,1,1,0,0,0,2,C17086 = CS17 - IndiHome Promo NaRu 2017 (INET),5,C17086-INETFL10M-Standard 180000,1,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,10240,0,0,CPA,FIBER,0,NO USAGE,0
396000,,6336000,0,03/10/2019 00:00,0,CHURN,1,0,0,0,0,2,C19027 = CS19 - IndiHome Value INET + OTT,9,C19027-INETF10M-200k 200000,1,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,CUG,FIBER,0,NO USAGE,0
340826,67301776254,4771564,0,5/19/2019 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C19027 = CS19 - IndiHome Value INET + OTT,9,C19027-INETF20M-290k 290000,1,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,20480,0,0,PGG,FIBER,0,20GB-100 GB,0
396000,1.45419E+11,5940000,0,4/21/2019 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C19027 = CS19 - IndiHome Value INET + OTT,9,C19027-INETF10M-200k 200000,1,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,CIL,FIBER,0,100GB-200GB,0
342421,1.18764E+11,8902946,0,5/29/2018 7:40:08 PM,0,CHURN,1,0,1,0,0,4,C19044 = CS19 - IndiHome New Netizen 2 (INET + OTT),5,C19044-INETF10M-210k 210000,0,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,20480,0,0,CBI,FIBER,0,100GB-200GB,0
517000,,7755000,0,4/28/2019 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C19027 = CS19 - IndiHome Value INET + OTT,9,C19027-INETF20M-290k 290000,1,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,20480,0,0,KLD,FIBER,0,NO USAGE,0
5500,,253000,0,09/02/2016 00:00,0,CHURN,1,1,0,0,0,2,C16007 = CS16 - INTERNET indiHOME Fiber,5,C16007-INETF10M-Standard 245000,1,1,PL,0,3P (POTS-INTERNET-IPTV),e. 3-4 thn,10240,0,0,LGK,FIBER,0,NO USAGE,0
498496,8672091611,7477440,0,4/27/2019 12:00:00 AM,0,CHURN,1,0,1,0,0,4,C18166 = CS18 - Sensasi Extra Akhir Tahun 2018 Internet,5,C18166-INETFL20M-280k 280000,0,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,20480,0,0,PGG,FIBER,0,< 20GB,0
278906,2.86737E+11,3904684,0,5/21/2019 12:00:00 AM,0,CHURN,1,0,0,0,0,4,C19027 = CS19 - IndiHome Value INET + OTT,9,C19027-INETF10M-200k 200000,1,1,PL,0,3P (POTS-INTERNET-IPTV),d. 1-2 thn,10240,0,0,GBC,NON FIBER,0,>200 GB,0
