"Arpu","Bytes","CLV","Indibox","Is_Churn2","Is_Usage_Inet","Jml_Tiket","Kwadran_Indihome","Lart","List_Asset","Ltarif","Minipack","PLC","Product","Range_Umur","Speed","Stb2","STO","Techno","Upgrade_Speed","Usage","Wifi_Ext"
506000,18058,10626000,0,"NON CHURN",1,0,4,"C17024 = CS17 - New Indihome Deluxe INET",7,"C17024-INETF10M-Standard 190000",2,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"LKG","FIBER",0,"< 20GB",0
440000,481599000000,9240000,0,"CHURN",1,0,4,"C18074 = CS18 - Internet Paket Merdeka 2018 diatas 20M",6,"C18074-INETF20M-280k 280000",1,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",20480,0,"SLP","FIBER",0,">200 GB",0
671000,345566000000,33550000,0,"NON CHURN",1,0,4,"C19156 = CS19 - Program Upgrade IndiHome - INET",4,"C19156-INETF50M-Upgrade IndiHome 400000",0,0,"3P (POTS-INTERNET-IPTV)","f. 5-6 thn",20480,0,"KPK","FIBER",0,">200 GB",0
489500,108602000000,11748000,0,"CHURN",1,0,4,"C17048 = CS17-Program Upgrade Speed Baru",6,"C17048-INETF20M-Upgrade Speed Baru 290000",1,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",20480,0,"TBE","FIBER",0,"100GB-200GB",0
500500,321644000000,9509500,0,"NON CHURN",1,3,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",7,"C17052-INETF20M-NETIZEN II 295000",1,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",20480,0,"BEK","FIBER",0,">200 GB",0
484550,1194931480,18897450,0,"NON CHURN",1,0,4,"C17029 = CS17 - New Indihome Lower Value INET",5,"C17029-INETF20M-Revisi 1 290000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",20480,0,"LKG","FIBER",0,"< 20GB",0
451000,12950040952,9471000,0,"CHURN",0,0,2,"C18074 = CS18 - Internet Paket Merdeka 2018 diatas 20M",7,"C18074-INETF20M-280k 280000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",20480,0,"KRG","FIBER",0,"< 20GB",0
416898,24793552170,24180084,0,"NON CHURN",1,4,4,"C15004 = CS - FTTH New Indihome Internet Super Winning Z1",6,"INETR10M : New Pemenangan 210000",2,0,"3P (POTS-INTERNET-IPTV)","f. 5-6 thn",10240,0,"KRG","FIBER",0,"20GB-100 GB",0
509300,152465000000,29030100,0,"NON CHURN",1,2,4,"C15004 = CS - FTTH New Indihome Internet Super Winning Z1",4,"INETR10M : New Pemenangan 210000",0,0,"3P (POTS-INTERNET-IPTV)","f. 5-6 thn",10240,0,"CWA","FIBER",0,"100GB-200GB",0
462000,46938870589,10626000,0,"CHURN",1,0,4,"C18074 = CS18 - Internet Paket Merdeka 2018 diatas 20M",8,"C18074-INETF20M-280k 280000",1,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",20480,0,"KRG","FIBER",0,"20GB-100 GB",0
82500,316413000000,1072500,0,"CHURN",1,0,4,"C19027 = CS19 - IndiHome Value INET + OTT",9,"C19027-INETF10M-200k 200000",1,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"KHL","FIBER",0,">200 GB",0
214500,20968734810,31102500,0,"NON CHURN",1,1,4,"HSSP05 = Paket untuk HSSP Paket 384 &amp; 512 Kbps",2,"INETR1M3 : HSSP Rp. 195.000 320000",0,0,"2P-NETIZEN (POTS-INTERNET)","i. 11-15 thn",1024,0,"KLD","FIBER",0,"20GB-100 GB",0
346322,33089672826,21471964,0,"NON CHURN",1,3,4,"C19156 = CS19 - Program Upgrade IndiHome - INET",6,"C19156-INETF20M-Upgrade IndiHome Opsi 1_210k 210000",1,0,"3P (POTS-INTERNET-IPTV)","f. 5-6 thn",10240,0,"JAG","FIBER",0,"20GB-100 GB",0
396000,50948392384,6336000,0,"NON CHURN",1,2,4,"C19156 = CS19 - Program Upgrade IndiHome - INET",9,"C19156-INETF20M-Upgrade IndiHome Opsi 1_210k 210000",1,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"CPP","FIBER",0,"20GB-100 GB",0
456500,44126417159,19173000,0,"NON CHURN",1,1,4,"C19156 = CS19 - Program Upgrade IndiHome - INET",4,"C19156-INETF50M-Upgrade IndiHome 400000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",20480,0,"TAN","FIBER",0,"20GB-100 GB",0
421300,198525000000,7162100,0,"NON CHURN",1,2,4,"C17048 = CS17-Program Upgrade Speed Baru",5,"C17048-INETF20M-Upgrade Speed Baru 290000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"TAN","FIBER",0,"100GB-200GB",0
375952,18635605896,8270944,0,"NON CHURN",1,4,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",5,"C17052-INETF10M-NETIZEN II 195000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"KRG","FIBER",0,"< 20GB",0
396000,141820000000,10692000,0,"NON CHURN",1,1,4,"C18010 = CS18 - Indihome Khusus Imlek INET",6,"C18010-INETFL20M-280K 280000",1,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",20480,0,"BLJ","FIBER",0,"100GB-200GB",0
396000,6966066856,6336000,0,"CHURN",1,0,4,"C19027 = CS19 - IndiHome Value INET + OTT",9,"C19027-INETF10M-200k 200000",1,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"CPA","FIBER",0,"< 20GB",0
621500,319133000000,30453500,0,"NON CHURN",1,1,4,"C17048 = CS17-Program Upgrade Speed Baru",6,"C17048-INETF20M-Upgrade Speed Baru 290000",0,0,"3P (POTS-INTERNET-IPTV)","f. 5-6 thn",20480,1,"MRY","FIBER",0,">200 GB",0
412500,26590664299,14437500,0,"NON CHURN",1,1,4,"C17045 = CS17- Indihome Kemerdekaan (INTERNET)",6,"C17045-INETF10M-PROMO KEMERDEKAAN 190000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"CIB","FIBER",0,"20GB-100 GB",0
533500,177532000000,17605500,0,"CHURN",1,0,4,"C17048 = CS17-Program Upgrade Speed Baru",6,"C17048-INETF20M-Upgrade Speed Baru 290000",1,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",20480,0,"CBI","FIBER",0,"100GB-200GB",0
412816,108575000000,11971664,0,"NON CHURN",1,3,4,"C18010 = CS18 - Indihome Khusus Imlek INET",4,"C18010-INETFL20M-280K 280000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",20480,0,"GAN","FIBER",0,"100GB-200GB",0
82500,114709000000,1072500,0,"CHURN",0,0,2,"C19016 = CS19 - IndiHome New Premium INET",8,"C19016-INETF10M-195k 195000",1,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"KLD","FIBER",0,"100GB-200GB",0
412500,6458633540,11962500,0,"CHURN",1,0,4,"C17048 = CS17-Program Upgrade Speed Baru",4,"C17048-INETF20M-Upgrade Speed Baru 290000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",20480,0,"KLD","FIBER",0,"< 20GB",0
511500,207337000000,10741500,0,"CHURN",1,0,4,"C17048 = CS17-Program Upgrade Speed Baru",9,"C17048-INETF20M-Upgrade Speed Baru 290000",3,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",20480,0,"PKY","FIBER",0,">200 GB",0
330000,126692000000,20130000,0,"CHURN",1,0,4,"INDI22 = New Indihome Pemenangan Internet Super Winning Discount Z1",3,"INDI22-INETR10M1- IndiHome Pemenangan Discount 250000",0,0,"3P (POTS-INTERNET-IPTV)","f. 5-6 thn",10240,0,"CKA","FIBER",0,"100GB-200GB",0
627000,3831690,10659000,0,"CHURN",1,0,4,"C17026 = CS17 - New Indihome Premium INET",8,"C17026-INETF20M-Standard 290000",3,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",20480,0,"GAN","FIBER",0,"< 20GB",0
313500,48704588280,18810000,0,"CHURN",1,0,4,"INDI22 = New Indihome Pemenangan Internet Super Winning Discount Z1",4,"INDI22-INETR5M1- IndiHome Pemenangan Discount 150000",0,0,"3P (POTS-INTERNET-IPTV)","f. 5-6 thn",5120,0,"CIB","NON FIBER",0,"20GB-100 GB",0
379500,31378812775,12903000,0,"NON CHURN",1,5,4,"C17045 = CS17- Indihome Kemerdekaan (INTERNET)",4,"C17045-INETF10M-PROMO KEMERDEKAAN 190000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"CPP","FIBER",0,"20GB-100 GB",0
440000,79037925363,9240000,0,"CHURN",1,0,4,"C18074 = CS18 - Internet Paket Merdeka 2018 diatas 20M",6,"C18074-INETF20M-280k 280000",1,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",20480,0,"CKG","FIBER",0,"20GB-100 GB",0
396000,125672000000,5940000,0,"CHURN",1,0,4,"C19027 = CS19 - IndiHome Value INET + OTT",7,"C19027-INETF10M-200k 200000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"CUG","FIBER",0,"100GB-200GB",0
398662,54571630561,13155846,0,"NON CHURN",1,0,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",6,"C17052-INETF10M-NETIZEN II 195000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"GAN","FIBER",0,"20GB-100 GB",0
440000,47890949483,8800000,0,"CHURN",1,0,4,"C17048 = CS17-Program Upgrade Speed Baru",5,"C17048-INETF20M-Upgrade Speed Baru 290000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",20480,0,"PPG","FIBER",0,"20GB-100 GB",0
462000,558629000000,6930000,0,"CHURN",1,0,4,"C19044 = CS19 - IndiHome New Netizen 2 (INET + OTT)",7,"C19044-INETF20M-310k 310000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",20480,0,"JBB","FIBER",0,">200 GB",0
517000,80115203798,19129000,0,"NON CHURN",1,2,4,"C19175 = CS19 - IndiHome Prestige INET",6,"C19175-INETF20M-210k 210000",1,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"SLP","FIBER",0,"20GB-100 GB",0
354702,5063931963,6739338,0,"NON CHURN",1,2,4,"C17085 = CS17 - Indihome ODP Hijau Hitam Inet 10 Mbps Lower Value",5,"C17085-INETFL10M-Standard 180000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"SRP","FIBER",0,"< 20GB",0
346500,70279454550,6237000,0,"NON CHURN",1,0,4,"C19156 = CS19 - Program Upgrade IndiHome - INET",4,"C19156-INETF20M-Upgrade IndiHome Opsi 1_210k 210000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"CPA","FIBER",0,"20GB-100 GB",0
457032,218968000000,10968768,0,"CHURN",1,0,4,"C17048 = CS17-Program Upgrade Speed Baru",5,"C17048-INETF20M-Upgrade Speed Baru 290000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",20480,0,"GBC","FIBER",0,">200 GB",0
165000,41352497302,10395000,1,"CHURN",1,0,4,"INDI28 = New Indihome Pemenangan Internet Winning Z1",4,"INDI28-INETR2M1- IndiHome Pemenangan 125000",0,0,"2P-NETIZEN (POTS-INTERNET)","f. 5-6 thn",2048,0,"KTX","FIBER",0,"20GB-100 GB",0
137500,72691437874,9625000,0,"NON CHURN",1,0,4,"SPDF10 = Internet Fixed Pricing Winning Zone 1",2,"SPDF10-INETR1M1-Fixed Pricing24338 195000",0,0,"2P-NETIZEN (POTS-INTERNET)","f. 5-6 thn",1024,0,"SKJ","FIBER",0,"20GB-100 GB",0
456500,328529000000,8217000,0,"NON CHURN",1,3,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",4,"C17052-INETF20M-NETIZEN II 295000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",20480,0,"GPI","FIBER",0,">200 GB",0
388194,69334419345,5822910,0,"NON CHURN",1,0,4,"C19044 = CS19 - IndiHome New Netizen 2 (INET + OTT)",7,"C19044-INETF10M-210k 210000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"BEK","FIBER",0,"20GB-100 GB",0
439884,87201184208,24633504,0,"NON CHURN",1,1,4,"C15004 = CS - FTTH New Indihome Internet Super Winning Z1",4,"INETR10M : New Pemenangan 210000",0,0,"3P (POTS-INTERNET-IPTV)","f. 5-6 thn",10240,0,"KLG","FIBER",0,"20GB-100 GB",0
82500,100378000000,1072500,0,"NON CHURN",1,4,4,"C19195 = CS19 - Single Play INET",6,"C19195-INETF20M-310k 310000",0,1,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"GBC","FIBER",0,"100GB-200GB",0
457807,8011464590,10987368,0,"NON CHURN",1,2,4,"C18024 = CS18 - New Internet Indihome Penuh Berkah",7,"C18024-INETFL20M-280k 280000",1,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",20480,0,"GPI","FIBER",0,"< 20GB",0
333300,48848714257,13332000,0,"NON CHURN",1,4,4,"C16116 = Netizen Dinamic Price 2P INTERNET",3,"C16116 - INETR3M3 - Standard 208000",0,0,"2P-NETIZEN (POTS-INTERNET)","e. 3-4 thn",3072,0,"EJI","NON FIBER",0,"20GB-100 GB",0
319275,24665404480,43421400,0,"NON CHURN",1,2,4,"C18016 = CS18 - Program Upgrade Speed 10 Mbps",2,"C18016-INETF10M-190K 190000",0,0,"2P-NETIZEN (POTS-INTERNET)","i. 11-15 thn",1024,0,"CBI","FIBER",0,"20GB-100 GB",0
1072500,106655000000,52552500,0,"NON CHURN",1,1,4,"C19016 = CS19 - IndiHome New Premium INET",10,"C19016-INETF20M-295k 295000",1,0,"3P (POTS-INTERNET-IPTV)","f. 5-6 thn",30720,1,"SKJ","FIBER",0,"100GB-200GB",0
533925,470266000000,14949900,0,"NON CHURN",1,1,4,"C18010 = CS18 - Indihome Khusus Imlek INET",7,"C18010-INETFL20M-280K 280000",2,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",20480,0,"LGK","FIBER",0,">200 GB",0
451000,57265848698,35178000,0,"NON CHURN",1,3,4,"C15034 = CS - NON FTTH New Indihome Internet Super Winning Z1",6,"INETR3M : New Pemenangan 125000",2,0,"3P (POTS-INTERNET-IPTV)","g. 7-8 thn",3072,0,"JAG","FIBER",0,"20GB-100 GB",0
555962,80537875500,18346746,0,"NON CHURN",1,5,4,"C17024 = CS17 - New Indihome Deluxe INET",6,"C17024-INETF10M-Standard 190000",1,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"CPE","FIBER",0,"20GB-100 GB",0
82500,45619240086,1155000,0,"CHURN",1,0,4,"C19027 = CS19 - IndiHome Value INET + OTT",10,"C19027-INETF30M-425k 425000",2,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",30720,0,"TGA","FIBER",0,"20GB-100 GB",0
1939297,16169900000000,91146959,0,"NON CHURN",1,0,4,"C19175 = CS19 - IndiHome Prestige INET",16,"C19175-INETF300M-2492k 2492000",7,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",102400,0,"SEG","FIBER",0,">200 GB",0
556600,82710549243,20594200,0,"NON CHURN",1,3,4,"C16118 = CS16 - Paket IndiHome Dinamic Price Deluxe (Internet)",7,"C16118 - INETF10M - Dinamic Price 248000",1,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"KBY","FIBER",0,"20GB-100 GB",0
288486,38167741531,4038804,0,"CHURN",0,0,4,"C19044 = CS19 - IndiHome New Netizen 2 (INET + OTT)",7,"C19044-INETF10M-210k 210000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"SEG","NON FIBER",0,"20GB-100 GB",0
346500,98283113003,6930000,0,"NON CHURN",1,1,4,"C19156 = CS19 - Program Upgrade IndiHome - INET",4,"C19156-INETF20M-Upgrade IndiHome Opsi 1_210k 210000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"KLB","FIBER",0,"20GB-100 GB",0
418000,23727322376,24662000,0,"NON CHURN",1,0,4,"INDI25 = New Indihome Pemenangan Internet Super Winning Z1",6,"INDI25-INETR2M1- IndiHome Pemenangan 125000",2,0,"3P (POTS-INTERNET-IPTV)","f. 5-6 thn",2048,0,"GPI","NON FIBER",0,"20GB-100 GB",0
473000,1152230000000,8987000,0,"CHURN",1,0,4,"C18074 = CS18 - Internet Paket Merdeka 2018 diatas 20M",8,"C18074-INETF20M-280k 280000",1,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",20480,0,"GBC","FIBER",0,">200 GB",0
542300,186931000000,21149700,0,"NON CHURN",1,3,4,"C16118 = CS16 - Paket IndiHome Dinamic Price Deluxe (Internet)",5,"C16118 - INETF10M - Dinamic Price 248000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"RKS","FIBER",0,"100GB-200GB",0
374000,107372000000,7480000,0,"CHURN",1,0,4,"C18070 = CS18 - Internet Paket Merdeka 2018 - 10 Mbps",7,"C18070-INETF10M-210k 210000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"KAL","FIBER",0,"100GB-200GB",0
324500,67972547786,8437000,0,"CHURN",1,0,4,"C17032 = CS17 - New Indihome Netizen I INET (with MOVIN)",4,"C17032-INETF10M-Standard 195000",0,0,"2P-NETIZEN (POTS-INTERNET)","e. 3-4 thn",10240,0,"JAG","FIBER",0,"20GB-100 GB",0
363000,130556000000,5808000,0,"CHURN",1,0,4,"C18052 = CS18 - Indihome Gamer INET",6,"C18052-INETC10M-190k 190000",1,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"GBC","FIBER",0,"100GB-200GB",0
346500,35474251,6237000,0,"CHURN",1,0,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",4,"C17052-INETF10M-NETIZEN II 195000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"SRP","FIBER",0,"< 20GB",0
352000,442910000000,5280000,0,"CHURN",1,0,4,"C19044 = CS19 - IndiHome New Netizen 2 (INET + OTT)",7,"C19044-INETF10M-210k 210000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"CIL","FIBER",0,">200 GB",0
368500,256441000000,9212500,0,"CHURN",1,0,4,"C18024 = CS18 - New Internet Indihome Penuh Berkah",6,"C18024-INETFL10M-210k 210000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"CKG","FIBER",0,">200 GB",0
346500,308811000000,5544000,0,"CHURN",1,0,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",4,"C17052-INETF10M-NETIZEN II 195000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"TPR","FIBER",0,">200 GB",0
527114,318281000000,26882814,0,"NON CHURN",0,3,4,"C16007 = CS16 - INTERNET indiHOME Fiber",4,"C16007-INETF10M-Standard 245000",0,0,"3P (POTS-INTERNET-IPTV)","f. 5-6 thn",10240,0,"SLP","NON FIBER",0,">200 GB",0
349360,145646000000,11179520,0,"CHURN",1,0,4,"C17036 = CS17 - 1P Internet Only",2,"C17036-INETF10M-1P Inet Only 210000",0,0,"2P-NETIZEN (POTS-INTERNET)","e. 3-4 thn",10240,0,"MRD","FIBER",0,"100GB-200GB",0
396000,27159379005,5940000,0,"CHURN",1,0,4,"C19027 = CS19 - IndiHome Value INET + OTT",9,"C19027-INETF10M-200k 200000",1,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"CPP","FIBER",0,"20GB-100 GB",0
440000,341624000000,8800000,0,"CHURN",1,0,4,"C18166 = CS18 - Sensasi Extra Akhir Tahun 2018 Internet",6,"C18166-INETFL10M-210k 210000",1,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"KRG","FIBER",0,">200 GB",0
82500,132857000000,1072500,0,"CHURN",1,0,4,"C19027 = CS19 - IndiHome Value INET + OTT",9,"C19027-INETF10M-200k 200000",1,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"DEP","FIBER",0,"100GB-200GB",0
396000,214211000000,6336000,0,"NON CHURN",1,3,4,"C19027 = CS19 - IndiHome Value INET + OTT",9,"C19027-INETF10M-200k 200000",1,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"KBY","FIBER",0,">200 GB",0
396000,17112923245,6336000,0,"NON CHURN",1,5,4,"C19027 = CS19 - IndiHome Value INET + OTT",9,"C19027-INETF10M-200k 200000",1,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"CBI","FIBER",0,"< 20GB",0
519860,80127674108,32751180,0,"CHURN",1,0,4,"C17048 = CS17-Program Upgrade Speed Baru",6,"C17048-INETF20M-Upgrade Speed Baru 290000",1,0,"3P (POTS-INTERNET-IPTV)","f. 5-6 thn",20480,0,"SRH","FIBER",0,"20GB-100 GB",0
324500,80051434798,9735000,0,"NON CHURN",1,0,4,"C17086 = CS17 - IndiHome Promo NaRu 2017 (INET)",5,"C17086-INETFL10M-Standard 180000",1,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",10240,0,"BEK","FIBER",0,"20GB-100 GB",0
383535,88976673898,39120570,0,"NON CHURN",1,1,4,"C16116 = Netizen Dinamic Price 2P INTERNET",6,"C16116 - INETF10M - Student 288000",0,0,"3P (POTS-INTERNET-IPTV)","h. 9-10 thn",10240,0,"TPR","FIBER",0,"20GB-100 GB",0
82500,63498163713,1155000,0,"CHURN",0,0,2,"C19027 = CS19 - IndiHome Value INET + OTT",9,"C19027-INETF20M-290k 290000",1,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",20480,0,"CIB","NON FIBER",0,"20GB-100 GB",0
635189,188791000000,111793264,0,"NON CHURN",1,1,4,"C19026 = CS19 - IndiHome Value INET tanpa OTT",8,"C19026-INETF10M-200k 200000",3,0,"3P (POTS-INTERNET-IPTV)","i. 11-15 thn",10240,0,"KTZ","FIBER",0,"100GB-200GB",0
440000,86797305286,7920000,0,"NON CHURN",1,1,4,"C18166 = CS18 - Sensasi Extra Akhir Tahun 2018 Internet",6,"C18166-INETFL20M-280k 280000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",20480,0,"PDE","FIBER",0,"20GB-100 GB",0
649000,32151661482,23364000,0,"NON CHURN",1,1,4,"C19175 = CS19 - IndiHome Prestige INET",6,"C19175-INETF100M-822k 822000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",40960,0,"TBE","FIBER",0,"20GB-100 GB",0
346500,6778741063,5544000,0,"CHURN",1,0,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",4,"C17052-INETF10M-NETIZEN II 195000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"PDG","FIBER",0,"< 20GB",0
374532,9360165746,20224728,0,"NON CHURN",1,1,4,"C19156 = CS19 - Program Upgrade IndiHome - INET",4,"C19156-INETF20M-Upgrade IndiHome Opsi 1_210k 210000",0,0,"3P (POTS-INTERNET-IPTV)","f. 5-6 thn",3072,0,"STR","FIBER",0,"< 20GB",0
347034,58131611270,4858476,0,"CHURN",1,0,4,"C19027 = CS19 - IndiHome Value INET + OTT",9,"C19027-INETF10M-200k 200000",1,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"RMG","FIBER",0,"20GB-100 GB",0
420832,5935842362,44608192,0,"NON CHURN",1,4,4,"C19033 = CS19 - IndiHome New Netizen INET",2,"C19033-INETF20M-310k 310000",0,0,"2P-NETIZEN (POTS-INTERNET)","h. 9-10 thn",3072,0,"CKG","NON FIBER",0,"< 20GB",0
565081,623430000000,6215891,0,"NON CHURN",1,2,4,"C19195 = CS19 - Single Play INET",4,"C19195-INETF20M-310k 310000",0,0,"3P (POTS-INTERNET-IPTV)","c. 7-12 bln",20480,0,"PDK","FIBER",0,">200 GB",0
646800,136485000000,10995600,0,"CHURN",1,0,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",7,"C17052-INETF10M-NETIZEN II 195000",3,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"CLG","FIBER",0,"100GB-200GB",0
511500,41916229889,8184000,0,"CHURN",1,0,4,"C19027 = CS19 - IndiHome Value INET + OTT",13,"C19027-INETF10M-200k 200000",5,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"MKR","FIBER",0,"20GB-100 GB",0
346500,26606705550,5890500,0,"CHURN",1,0,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",4,"C17052-INETF10M-NETIZEN II 195000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"GAN","FIBER",0,"20GB-100 GB",0
506000,567742000000,10120000,0,"NON CHURN",1,0,4,"C19156 = CS19 - Program Upgrade IndiHome - INET",6,"C19156-INETF20M-Upgrade IndiHome Opsi 1_210k 210000",2,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"GAN","FIBER",0,">200 GB",0
440532,35034259284,9691704,0,"NON CHURN",1,0,4,"C18070 = CS18 - Internet Paket Merdeka 2018 - 10 Mbps",7,"C18070-INETF10M-210k 210000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"KLB","FIBER",0,"20GB-100 GB",0
402032,15955346316,47841808,0,"NON CHURN",1,2,4,"C17029 = CS17 - New Indihome Lower Value INET",4,"C17029-INETF10M-Revisi 1 190000",0,0,"3P (POTS-INTERNET-IPTV)","h. 9-10 thn",10240,0,"CLG","FIBER",0,"< 20GB",0
351391,14146256660,8081993,0,"CHURN",1,0,4,"C17032 = CS17 - New Indihome Netizen I INET (with MOVIN)",4,"C17032-INETF10M-Standard 195000",0,0,"2P-NETIZEN (POTS-INTERNET)","d. 1-2 thn",10240,0,"PKU","FIBER",0,"< 20GB",0
357500,41163262038,18590000,0,"CHURN",1,1,4,"C16007 = CS16 - INTERNET indiHOME Fiber",4,"C16007-INETF10M-Standard 245000",0,0,"3P (POTS-INTERNET-IPTV)","f. 5-6 thn",10240,0,"PDG","FIBER",0,"20GB-100 GB",0
396000,282526000000,5940000,0,"CHURN",1,0,4,"C19027 = CS19 - IndiHome Value INET + OTT",9,"C19027-INETF10M-200k 200000",1,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"SLP","FIBER",0,">200 GB",0
1397000,31389460957,23749000,0,"CHURN",1,0,4,"C17026 = CS17 - New Indihome Premium INET",13,"C17026-INETF50M-Standard 700000",8,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",51200,0,"GBC","FIBER",0,"20GB-100 GB",0
368500,102166000000,5527500,0,"CHURN",1,0,4,"C17052 = CS17 - New Indihome Netizen II INET ( without MOVIN)",6,"C17052-INETF10M-NETIZEN II 195000",0,0,"3P (POTS-INTERNET-IPTV)","d. 1-2 thn",10240,0,"PLM","FIBER",0,"100GB-200GB",0
434500,106354000000,25201000,0,"CHURN",1,0,4,"C15004 = CS - FTTH New Indihome Internet Super Winning Z1",6,"INETR10M : New Pemenangan 210000",1,0,"3P (POTS-INTERNET-IPTV)","f. 5-6 thn",10240,0,"GAN","FIBER",0,"100GB-200GB",0
775500,3587170000000,27142500,0,"CHURN",1,0,4,"C17029 = CS17 - New Indihome Lower Value INET",4,"C17029-INETF40M-Revisi 1 550000",0,0,"3P (POTS-INTERNET-IPTV)","e. 3-4 thn",40960,0,"CIL","FIBER",0,">200 GB",0
